name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,anomaly_score,anomaly_percentile,transfer_fraud_probability_UNVALIDATED,vetting_action,signals_disagree_flag
influencer_4161,4941359,79062,7248,-0.5,1.6,1804,15.6,68.47999999999999,0.9,APPROVE - Not a statistical outlier,
influencer_4162,1235215,45207,1408,2.13,3.66,2470,5.5,16.68,0.0,APPROVE - Not a statistical outlier,
influencer_4163,3839187,106882,8332,2.48,2.78,903,3.8,7.33,0.5,APPROVE - Not a statistical outlier,
influencer_4164,4402207,218397,13357,2.07,4.96,2458,8.9,39.31,0.6,APPROVE - Not a statistical outlier,
influencer_4165,1039218,49785,1442,0.55,4.79,121,18.7,75.73,0.2,APPROVE - Not a statistical outlier,
influencer_4166,353365,19622,1415,0.34,5.55,476,21.0,79.64,1.7,APPROVE - Not a statistical outlier,
influencer_4167,2385775,25626,1761,1.22,1.07,138,17.9,74.22,0.5,APPROVE - Not a statistical outlier,
influencer_4168,4110404,207391,12702,-0.0,5.05,346,27.2,87.83,0.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4169,362309,20623,1940,3.0,5.69,1865,16.8,71.58,27.4,APPROVE - Not a statistical outlier,
influencer_4170,4251167,210284,12971,2.69,4.95,1973,5.5,16.68,0.6,APPROVE - Not a statistical outlier,
influencer_4171,3319843,54809,5439,2.79,1.65,1488,10.5,48.67,1.0,APPROVE - Not a statistical outlier,
influencer_4172,1918577,312377,18973,49.1,16.28,471,36.3,94.72,40.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4173,2593806,28641,838,0.48,1.1,2295,11.3,52.52,0.0,APPROVE - Not a statistical outlier,
influencer_4174,1552899,64347,3708,3.72,4.14,1275,1.5,0.2,0.2,APPROVE - Not a statistical outlier,
influencer_4175,778635,104112,3600,39.68,13.37,2750,30.5,90.66,20.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4176,714340,96002,6506,34.69,13.44,1581,24.8,85.21,32.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4177,279495,8357,630,1.42,2.99,307,9.0,39.94,0.1,APPROVE - Not a statistical outlier,
influencer_4178,3281931,13696,787,38.32,0.42,598,27.5,88.11,46.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4179,832257,34306,954,3.43,4.12,1039,6.2,20.919999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_4180,1847357,94733,5446,4.84,5.13,2952,9.1,40.52,1.2,APPROVE - Not a statistical outlier,
influencer_4181,1880262,106871,2833,4.94,5.68,2543,10.1,46.379999999999995,0.6,APPROVE - Not a statistical outlier,
influencer_4182,3644327,182785,13630,5.0,5.02,868,6.4,22.189999999999998,1.2,APPROVE - Not a statistical outlier,
influencer_4183,1324173,41491,3453,4.34,3.13,2831,7.3,28.63,0.7,APPROVE - Not a statistical outlier,
influencer_4184,1723199,71936,6977,2.84,4.17,1637,5.7,18.01,1.6,APPROVE - Not a statistical outlier,
influencer_4185,2700134,142607,4549,-0.96,5.28,2915,14.0,63.849999999999994,0.2,APPROVE - Not a statistical outlier,
influencer_4186,3031486,104678,6552,3.2,3.45,59,17.5,73.49,7.3,APPROVE - Not a statistical outlier,
influencer_4187,3981053,82942,5424,0.43,2.08,2436,7.7,31.240000000000002,0.9,APPROVE - Not a statistical outlier,
influencer_4188,701033,12959,1215,-0.66,1.85,1972,10.1,46.379999999999995,0.0,APPROVE - Not a statistical outlier,
influencer_4189,3902403,39054,2740,3.18,1.0,2163,10.4,48.0,0.0,APPROVE - Not a statistical outlier,
influencer_4190,135445,6218,196,3.54,4.59,1287,11.2,52.04,0.0,APPROVE - Not a statistical outlier,
influencer_4191,4598855,71534,3927,2.96,1.56,2824,11.6,54.290000000000006,0.0,APPROVE - Not a statistical outlier,
influencer_4192,1846700,359311,26007,24.11,19.46,2390,40.3,96.88,31.3,MANUAL REVIEW - Top 5% anomaly,
influencer_4193,2667981,66416,5049,2.07,2.49,394,5.1,13.919999999999998,0.9,APPROVE - Not a statistical outlier,
influencer_4194,3821671,145296,12938,4.61,3.8,1830,7.2,27.93,0.9,APPROVE - Not a statistical outlier,
influencer_4195,4909951,146797,5055,3.38,2.99,1852,10.3,47.46,0.6,APPROVE - Not a statistical outlier,
influencer_4196,4088138,178789,17185,2.03,4.37,1892,10.7,49.99,8.9,APPROVE - Not a statistical outlier,
influencer_4197,872535,11152,275,2.56,1.28,934,11.9,55.67999999999999,0.3,APPROVE - Not a statistical outlier,
influencer_4198,1784611,28905,2852,4.57,1.62,727,9.3,42.01,2.0,APPROVE - Not a statistical outlier,
influencer_4199,1743166,60942,5400,1.36,3.5,2208,5.2,14.57,1.2,APPROVE - Not a statistical outlier,
influencer_4200,1036408,27825,2026,-0.39,2.68,2880,11.6,54.290000000000006,0.0,APPROVE - Not a statistical outlier,
influencer_4201,1462312,194054,15291,22.72,13.27,2866,30.2,90.44,32.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4202,2576606,34401,888,1.49,1.34,1885,10.2,46.94,0.0,APPROVE - Not a statistical outlier,
influencer_4203,497440,27252,635,0.64,5.48,380,19.2,76.74,0.0,APPROVE - Not a statistical outlier,
influencer_4204,1472926,275644,7756,11.54,18.71,209,40.7,97.04,29.5,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_4205,1453137,23367,630,0.83,1.61,1533,8.0,33.550000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_4206,2874524,38094,2430,-0.38,1.33,1216,6.4,22.189999999999998,1.2,APPROVE - Not a statistical outlier,
influencer_4207,2743455,161160,6000,0.13,5.87,1836,18.8,75.96000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_4208,2270409,100031,8884,4.51,4.41,803,6.7,24.240000000000002,1.0,APPROVE - Not a statistical outlier,
influencer_4209,1704820,52632,2929,2.78,3.09,539,2.2,1.4000000000000001,0.6,APPROVE - Not a statistical outlier,
influencer_4210,296599,13372,1011,0.89,4.51,394,11.6,54.290000000000006,0.7,APPROVE - Not a statistical outlier,
influencer_4211,1558009,74498,5380,1.2,4.78,382,7.9,32.82,0.9,APPROVE - Not a statistical outlier,
influencer_4212,598904,29345,1337,1.96,4.9,2877,10.5,48.67,0.0,APPROVE - Not a statistical outlier,
influencer_4213,3758454,127388,5025,3.04,3.39,1136,3.5,5.62,0.2,APPROVE - Not a statistical outlier,
influencer_4214,117841,3711,175,2.49,3.15,1278,8.2,34.74,0.0,APPROVE - Not a statistical outlier,
influencer_4215,170934,1803,150,4.6,1.06,441,19.6,77.4,1.3,APPROVE - Not a statistical outlier,
influencer_4216,3923750,747868,50033,27.15,19.06,764,42.9,97.83,40.3,MANUAL REVIEW - Top 5% anomaly,
influencer_4217,1136270,45638,1838,4.46,4.02,147,11.0,51.22,0.5,APPROVE - Not a statistical outlier,
influencer_4218,238068,4798,409,-0.97,2.02,511,12.6,58.4,0.0,APPROVE - Not a statistical outlier,
influencer_4219,3640688,203806,4968,4.34,5.6,221,22.3,81.64,0.6,APPROVE - Not a statistical outlier,
influencer_4220,4150287,231364,17568,3.33,5.57,2668,11.9,55.67999999999999,7.6,APPROVE - Not a statistical outlier,
influencer_4221,1605243,95446,5261,0.03,5.95,2667,24.9,85.34,0.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4222,852161,45763,3592,0.58,5.37,2736,14.0,63.849999999999994,5.9,APPROVE - Not a statistical outlier,
influencer_4223,4773945,319696,30114,20.55,6.7,136,51.7,99.5,42.3,"REJECT - Top 1% anomaly, escalate for manual audit",
influencer_4224,706356,135319,10825,15.77,19.16,411,41.1,97.16,39.8,MANUAL REVIEW - Top 5% anomaly,
influencer_4225,1639846,85456,4730,3.71,5.21,812,3.0,3.74,0.9,APPROVE - Not a statistical outlier,
influencer_4226,4231987,216472,6944,3.75,5.12,2467,10.6,49.38,0.6,APPROVE - Not a statistical outlier,
influencer_4227,3260819,70260,5937,0.81,2.15,273,11.5,53.73,0.9,APPROVE - Not a statistical outlier,
influencer_4228,1460410,21792,1239,-0.58,1.49,2662,9.3,42.01,0.0,APPROVE - Not a statistical outlier,
influencer_4229,325934,19220,500,4.93,5.9,2946,22.3,81.64,0.0,APPROVE - Not a statistical outlier,
influencer_4230,1803466,44728,3467,0.5,2.48,497,6.9,25.8,0.2,APPROVE - Not a statistical outlier,
influencer_4231,3822615,204680,8872,-0.59,5.35,895,11.9,55.67999999999999,0.2,APPROVE - Not a statistical outlier,
influencer_4232,2383865,24330,581,0.98,1.02,1591,13.1,60.69,0.0,APPROVE - Not a statistical outlier,
influencer_4233,798583,8825,813,4.81,1.11,1263,12.6,58.4,0.3,APPROVE - Not a statistical outlier,
influencer_4234,465310,6319,370,25.13,1.36,633,21.5,80.53,34.8,APPROVE - Not a statistical outlier,
influencer_4235,3715755,81507,3462,1.88,2.19,1690,3.8,7.33,0.2,APPROVE - Not a statistical outlier,
influencer_4236,558242,24837,1920,0.83,4.45,1126,8.0,33.550000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_4237,3128640,119758,10882,1.54,3.83,2045,7.0,26.58,0.6,APPROVE - Not a statistical outlier,
influencer_4238,769223,10672,213,-0.9,1.39,1688,16.0,69.55,0.0,APPROVE - Not a statistical outlier,
influencer_4239,4304677,78049,5855,3.31,1.81,1763,7.1,27.279999999999998,0.7,APPROVE - Not a statistical outlier,
influencer_4240,4099535,120536,9806,-0.4,2.94,1643,7.9,32.82,0.6,APPROVE - Not a statistical outlier,
influencer_4241,4754292,91663,3372,2.11,1.93,889,9.3,42.01,0.6,APPROVE - Not a statistical outlier,
influencer_4242,1173304,58208,3444,2.4,4.96,1909,3.6,6.12,0.6,APPROVE - Not a statistical outlier,
influencer_4243,1644909,50668,1375,-0.99,3.08,1306,5.7,18.01,0.0,APPROVE - Not a statistical outlier,
influencer_4244,2000117,29344,2339,4.88,1.47,42,23.0,82.72,10.0,APPROVE - Not a statistical outlier,
influencer_4245,920134,31484,2764,0.81,3.42,2376,7.6,30.54,2.9,APPROVE - Not a statistical outlier,
influencer_4246,1856797,271317,7774,25.9,14.61,1129,25.4,85.85000000000001,18.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4247,2930735,48201,4112,4.13,1.64,1104,5.3,15.27,0.0,APPROVE - Not a statistical outlier,
influencer_4248,4637440,101933,8330,-0.09,2.2,816,13.1,60.69,0.2,APPROVE - Not a statistical outlier,
influencer_4249,512162,27132,1295,-0.85,5.3,178,15.5,68.24,0.0,APPROVE - Not a statistical outlier,
influencer_4250,2571725,97974,7369,29.04,3.81,1784,12.1,56.44,23.3,APPROVE - Not a statistical outlier,
influencer_4251,3412134,175086,3502,-0.22,5.13,2199,20.2,78.42,0.2,APPROVE - Not a statistical outlier,
influencer_4252,2427277,64817,6128,4.89,2.67,1333,5.6,17.31,1.7,APPROVE - Not a statistical outlier,
influencer_4253,3201450,75625,4842,-0.94,2.36,2615,6.8,25.019999999999996,0.2,APPROVE - Not a statistical outlier,
influencer_4254,2280042,85405,5946,-0.69,3.75,1209,4.7,11.61,1.2,APPROVE - Not a statistical outlier,
influencer_4255,1318621,60778,4447,4.0,4.61,2453,5.1,13.919999999999998,0.2,APPROVE - Not a statistical outlier,
influencer_4256,3638967,217132,14093,0.44,5.97,111,38.3,95.98,2.6,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_4257,2368893,41572,3680,26.04,1.75,521,18.5,75.26,34.7,APPROVE - Not a statistical outlier,
influencer_4258,1441351,17965,1235,0.87,1.25,2433,8.1,34.22,0.0,APPROVE - Not a statistical outlier,
influencer_4259,1899917,84960,7869,-0.58,4.47,2055,9.5,43.15,5.9,APPROVE - Not a statistical outlier,
influencer_4260,740574,38221,2545,-0.94,5.16,954,9.0,39.94,2.9,APPROVE - Not a statistical outlier,
influencer_4261,4072495,213062,7178,0.7,5.23,1326,12.5,58.040000000000006,0.2,APPROVE - Not a statistical outlier,
influencer_4262,326437,10898,1014,16.09,3.34,1633,24.4,84.58,13.7,APPROVE - Not a statistical outlier,
influencer_4263,1817760,104886,7817,-0.99,5.77,1626,10.5,48.67,4.6,APPROVE - Not a statistical outlier,
influencer_4264,2092013,74371,5647,2.49,3.56,152,11.4,53.1,1.6,APPROVE - Not a statistical outlier,
influencer_4265,3631623,202247,19989,1.0,5.57,737,24.4,84.58,34.9,APPROVE - Not a statistical outlier,
influencer_4266,3682890,215046,5594,1.34,5.84,2407,14.4,64.98,0.2,APPROVE - Not a statistical outlier,
influencer_4267,873834,45752,2483,0.57,5.24,1020,8.2,34.74,1.2,APPROVE - Not a statistical outlier,
influencer_4268,4638370,118222,4625,2.17,2.55,2400,7.8,32.06,0.2,APPROVE - Not a statistical outlier,
influencer_4269,620696,82367,5801,45.31,13.27,2847,34.3,93.24,31.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4270,4073250,674644,57037,40.39,16.56,2070,42.1,97.64,30.7,MANUAL REVIEW - Top 5% anomaly,
influencer_4271,4113732,134316,13069,4.34,3.27,2510,12.3,57.16,1.6,APPROVE - Not a statistical outlier,
influencer_4272,4315366,462894,26092,33.41,10.73,739,29.1,89.52,40.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4273,1033499,15504,1285,-0.54,1.5,823,8.7,38.05,0.0,APPROVE - Not a statistical outlier,
influencer_4274,3821888,87471,8166,0.38,2.29,741,9.3,42.01,0.9,APPROVE - Not a statistical outlier,
influencer_4275,2977030,141676,10578,0.86,4.76,2616,9.2,41.25,0.2,APPROVE - Not a statistical outlier,
influencer_4276,2332348,34400,1355,3.62,1.47,2678,8.4,36.04,0.0,APPROVE - Not a statistical outlier,
influencer_4277,4402913,114644,7867,-0.87,2.6,1747,8.1,34.22,0.6,APPROVE - Not a statistical outlier,
influencer_4278,2013755,59119,5769,1.87,2.94,286,11.1,51.6,1.3,APPROVE - Not a statistical outlier,
influencer_4279,4478310,184191,18235,1.45,4.11,1242,16.1,69.86,2.2,APPROVE - Not a statistical outlier,
influencer_4280,2807284,50269,3588,4.81,1.79,900,4.5,10.66,0.6,APPROVE - Not a statistical outlier,
influencer_4281,1851924,98207,8932,0.08,5.3,2976,26.1,86.63,15.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4282,2887569,93491,3368,2.77,3.24,1761,2.9,3.34,0.2,APPROVE - Not a statistical outlier,
influencer_4283,3351448,187182,7428,0.21,5.59,838,18.6,75.48,0.2,APPROVE - Not a statistical outlier,
influencer_4284,1615099,53933,5190,2.29,3.34,2754,9.9,45.440000000000005,1.6,APPROVE - Not a statistical outlier,
influencer_4285,1142452,27135,836,2.33,2.38,300,6.8,25.019999999999996,0.0,APPROVE - Not a statistical outlier,
influencer_4286,1231796,21053,742,-0.55,1.71,1573,8.1,34.22,0.0,APPROVE - Not a statistical outlier,
influencer_4287,114936,8232,441,45.09,7.16,579,26.6,87.28,30.5,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4288,4211583,154177,10355,1.77,3.66,1167,4.8,12.17,0.2,APPROVE - Not a statistical outlier,
influencer_4289,3250479,49920,3409,0.91,1.54,597,7.0,26.58,0.9,APPROVE - Not a statistical outlier,
influencer_4290,3513305,209495,9083,28.59,5.96,388,20.0,78.01,18.5,APPROVE - Not a statistical outlier,
influencer_4291,4281428,168960,15822,0.35,3.95,1703,13.7,63.0,0.6,APPROVE - Not a statistical outlier,
influencer_4292,1913493,45511,4241,-0.96,2.38,1667,6.7,24.240000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_4293,2434351,45671,2345,-0.99,1.88,1387,4.1,8.7,0.2,APPROVE - Not a statistical outlier,
influencer_4294,2190063,390056,21352,18.86,17.81,1742,32.7,91.99000000000001,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4295,2983202,171055,13034,0.75,5.73,1392,11.5,53.73,7.6,APPROVE - Not a statistical outlier,
influencer_4296,2820182,42364,3094,0.01,1.5,827,8.1,34.22,0.2,APPROVE - Not a statistical outlier,
influencer_4297,994978,17690,894,3.11,1.78,1314,5.1,13.919999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_4298,448244,25998,1381,2.17,5.8,916,10.3,47.46,0.6,APPROVE - Not a statistical outlier,
influencer_4299,2474188,29416,1407,4.49,1.19,1788,7.1,27.279999999999998,0.4,APPROVE - Not a statistical outlier,
influencer_4300,4433027,261023,10135,3.99,5.89,1252,11.0,51.22,0.2,APPROVE - Not a statistical outlier,
influencer_4301,3480000,35608,2017,3.36,1.02,2288,9.2,41.25,0.4,APPROVE - Not a statistical outlier,
influencer_4302,839927,90439,6775,23.28,10.77,316,24.5,84.75,40.8,APPROVE - Not a statistical outlier,
influencer_4303,83806,2125,168,3.0,2.54,1745,10.2,46.94,0.0,APPROVE - Not a statistical outlier,
influencer_4304,4026345,229217,18866,3.16,5.69,1815,13.0,60.160000000000004,17.9,APPROVE - Not a statistical outlier,
influencer_4305,2830045,79847,3990,27.75,2.82,772,13.3,61.56,34.2,APPROVE - Not a statistical outlier,
influencer_4306,1279673,54661,4436,0.58,4.27,1535,6.5,22.900000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_4307,4116741,57641,1182,2.84,1.4,2070,16.0,69.55,0.4,APPROVE - Not a statistical outlier,
influencer_4308,3458521,76490,4448,2.71,2.21,1076,3.2,4.42,0.0,APPROVE - Not a statistical outlier,
influencer_4309,4685013,423608,35376,41.4,9.04,325,41.6,97.41,44.2,MANUAL REVIEW - Top 5% anomaly,
influencer_4310,4632889,168796,11883,2.98,3.64,2083,6.6,23.56,0.9,APPROVE - Not a statistical outlier,
influencer_4311,3378932,190566,11038,-0.48,5.64,2627,14.1,64.12,0.2,APPROVE - Not a statistical outlier,
influencer_4312,2455698,216699,15509,31.57,8.82,710,21.7,80.78,42.8,APPROVE - Not a statistical outlier,
influencer_4313,2280023,121959,11287,2.64,5.35,1921,10.6,49.38,18.9,APPROVE - Not a statistical outlier,
influencer_4314,2439710,455322,29737,16.08,18.66,824,35.7,94.17,38.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4315,499512,71588,6012,41.21,14.33,232,35.0,93.81,41.5,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4316,3501967,203085,19995,4.25,5.8,354,28.2,88.6,38.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4317,768442,20330,1554,0.26,2.65,2902,13.0,60.160000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_4318,476278,25860,1703,-0.54,5.43,2321,14.1,64.12,0.0,APPROVE - Not a statistical outlier,
influencer_4319,1931440,101169,2326,2.62,5.24,356,12.0,56.11000000000001,0.7,APPROVE - Not a statistical outlier,
influencer_4320,380593,7815,390,1.88,2.05,1016,6.0,19.939999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_4321,495955,20440,1333,1.57,4.12,790,5.8,18.7,0.2,APPROVE - Not a statistical outlier,
influencer_4322,1521180,98214,8228,30.77,6.46,1066,17.3,73.00999999999999,44.1,APPROVE - Not a statistical outlier,
influencer_4323,4841349,250953,13814,4.82,5.18,936,12.7,58.809999999999995,1.2,APPROVE - Not a statistical outlier,
influencer_4324,1627528,30479,2950,1.87,1.87,1433,5.4,16.0,1.2,APPROVE - Not a statistical outlier,
influencer_4325,2915611,428789,17899,27.89,14.71,394,30.6,90.75,39.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4326,2788976,161219,12827,22.46,5.78,1274,12.9,59.67,28.0,APPROVE - Not a statistical outlier,
influencer_4327,1309014,50850,2721,2.92,3.88,2150,2.5,2.02,0.2,APPROVE - Not a statistical outlier,
influencer_4328,2248680,212072,12486,23.96,9.43,1678,18.5,75.26,28.3,APPROVE - Not a statistical outlier,
influencer_4329,4663315,273793,23053,0.2,5.87,1099,34.4,93.32000000000001,19.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4330,2822839,446221,19498,21.99,15.81,303,34.5,93.42,40.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4331,4942064,64357,1785,1.68,1.3,2285,15.7,68.76,0.1,APPROVE - Not a statistical outlier,
influencer_4332,299783,14226,876,2.99,4.75,1982,7.8,32.06,0.0,APPROVE - Not a statistical outlier,
influencer_4333,3377910,129234,8051,-0.62,3.83,1914,5.6,17.31,0.6,APPROVE - Not a statistical outlier,
influencer_4334,3603571,116736,9779,4.3,3.24,153,16.1,69.86,1.6,APPROVE - Not a statistical outlier,
influencer_4335,1138613,28993,2825,2.07,2.55,1382,5.3,15.27,1.9,APPROVE - Not a statistical outlier,
influencer_4336,3880928,136297,3328,4.26,3.51,2620,11.3,52.52,0.2,APPROVE - Not a statistical outlier,
influencer_4337,3856288,103865,6993,1.04,2.69,1721,3.8,7.33,0.6,APPROVE - Not a statistical outlier,
influencer_4338,2116226,144829,10790,33.59,6.84,2137,16.0,69.55,30.3,APPROVE - Not a statistical outlier,
influencer_4339,1341683,49903,4933,4.74,3.72,2976,17.4,73.3,0.6,APPROVE - Not a statistical outlier,
influencer_4340,3631400,195523,18654,4.66,5.38,2963,19.4,77.02,20.9,APPROVE - Not a statistical outlier,
influencer_4341,2855119,106145,8172,4.66,3.72,2859,7.0,26.58,0.9,APPROVE - Not a statistical outlier,
influencer_4342,2674705,58611,3618,-0.74,2.19,471,5.8,18.7,0.6,APPROVE - Not a statistical outlier,
influencer_4343,3598170,104576,3442,19.26,2.91,1270,20.2,78.42,18.4,APPROVE - Not a statistical outlier,
influencer_4344,3306610,646398,32794,32.18,19.55,940,37.9,95.72,39.6,MANUAL REVIEW - Top 5% anomaly,
influencer_4345,454222,9239,617,0.86,2.03,1055,6.0,19.939999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_4346,2089618,86040,6712,0.05,4.12,1589,8.9,39.31,0.6,APPROVE - Not a statistical outlier,
influencer_4347,4833094,134774,9546,2.72,2.79,1771,7.8,32.06,0.6,APPROVE - Not a statistical outlier,
influencer_4348,2600327,135789,10473,3.68,5.22,2909,10.2,46.94,1.6,APPROVE - Not a statistical outlier,
influencer_4349,4401852,633963,34444,15.89,14.4,1764,34.5,93.42,29.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4350,4646287,215225,16832,3.77,4.63,655,12.3,57.16,1.0,APPROVE - Not a statistical outlier,
influencer_4351,2594157,38333,1207,-0.92,1.48,1720,8.6,37.35,0.0,APPROVE - Not a statistical outlier,
influencer_4352,2798909,83410,2753,3.92,2.98,1027,2.6,2.31,0.2,APPROVE - Not a statistical outlier,
influencer_4353,2950311,174546,5764,0.07,5.92,2811,24.0,84.06,0.2,APPROVE - Not a statistical outlier,
influencer_4354,218314,23078,2106,18.5,10.57,120,32.5,91.85,42.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4355,2636122,47442,1237,1.66,1.8,2244,8.5,36.75,0.0,APPROVE - Not a statistical outlier,
influencer_4356,3467032,82821,6966,4.24,2.39,236,13.8,63.29,0.7,APPROVE - Not a statistical outlier,
influencer_4357,749692,19859,768,4.8,2.65,1118,4.9,12.86,0.0,APPROVE - Not a statistical outlier,
influencer_4358,2383962,101361,5825,0.53,4.25,1941,5.7,18.01,0.2,APPROVE - Not a statistical outlier,
influencer_4359,3467689,165928,15477,-0.6,4.78,545,17.5,73.49,13.2,APPROVE - Not a statistical outlier,
influencer_4360,2077775,98645,6596,2.9,4.75,1210,2.4,1.76,0.6,APPROVE - Not a statistical outlier,
influencer_4361,1615694,57346,2110,2.02,3.55,1822,3.0,3.74,0.0,APPROVE - Not a statistical outlier,
influencer_4362,582904,29460,1258,2.39,5.05,2824,9.9,45.440000000000005,0.0,APPROVE - Not a statistical outlier,
influencer_4363,4466669,142280,13322,-0.72,3.19,2383,13.7,63.0,1.2,APPROVE - Not a statistical outlier,
influencer_4364,3289210,53265,2885,3.65,1.62,1931,6.0,19.939999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_4365,3882143,148383,9935,0.39,3.82,2035,7.3,28.63,0.6,APPROVE - Not a statistical outlier,
influencer_4366,4912077,283009,16073,1.01,5.76,424,27.2,87.83,0.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4367,3147779,156286,7857,0.37,4.96,1127,8.6,37.35,0.6,APPROVE - Not a statistical outlier,
influencer_4368,1946537,75788,2869,4.68,3.89,216,10.3,47.46,0.7,APPROVE - Not a statistical outlier,
influencer_4369,2042381,86474,6476,0.01,4.23,1627,10.4,48.0,0.6,APPROVE - Not a statistical outlier,
influencer_4370,79116,4472,346,3.39,5.65,1621,14.2,64.45,8.3,APPROVE - Not a statistical outlier,
influencer_4371,385370,12107,508,0.47,3.14,2700,12.4,57.63,0.0,APPROVE - Not a statistical outlier,
influencer_4372,2023643,53767,4469,1.55,2.66,759,3.3,4.8500000000000005,0.4,APPROVE - Not a statistical outlier,
influencer_4373,3375659,198698,17557,4.98,5.89,269,23.0,82.72,29.3,APPROVE - Not a statistical outlier,
influencer_4374,3453629,183636,17198,-0.4,5.32,2610,20.4,78.75,16.6,APPROVE - Not a statistical outlier,
influencer_4375,520385,13609,447,4.29,2.62,170,10.2,46.94,0.1,APPROVE - Not a statistical outlier,
influencer_4376,3529880,117153,5191,4.68,3.32,168,11.5,53.73,1.4,APPROVE - Not a statistical outlier,
influencer_4377,1573138,48380,4297,3.19,3.08,2536,5.3,15.27,0.6,APPROVE - Not a statistical outlier,
influencer_4378,2018337,249195,8941,25.29,12.35,99,38.9,96.28999999999999,22.7,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_4379,2324724,134580,2728,3.92,5.79,414,15.1,67.17,0.4,APPROVE - Not a statistical outlier,
influencer_4380,2229531,67366,6040,4.29,3.02,659,5.7,18.01,1.1,APPROVE - Not a statistical outlier,
influencer_4381,1630753,87679,4043,4.89,5.38,2275,5.2,14.57,0.6,APPROVE - Not a statistical outlier,
influencer_4382,227256,4424,235,4.04,1.95,234,14.0,63.849999999999994,0.0,APPROVE - Not a statistical outlier,
influencer_4383,421539,15762,878,1.67,3.74,1779,7.0,26.58,0.0,APPROVE - Not a statistical outlier,
influencer_4384,3374307,37785,3319,3.13,1.12,597,10.5,48.67,2.0,APPROVE - Not a statistical outlier,
influencer_4385,551242,101054,4752,45.41,18.33,1011,36.8,94.99,39.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4386,3498831,136614,12484,1.12,3.9,834,7.9,32.82,0.6,APPROVE - Not a statistical outlier,
influencer_4387,2849439,367355,25477,10.87,12.89,1740,27.2,87.83,29.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_4388,4721553,59425,3695,3.62,1.26,2936,15.0,66.92,0.0,APPROVE - Not a statistical outlier,
influencer_4389,2523919,51871,2388,2.82,2.06,911,2.9,3.34,0.0,APPROVE - Not a statistical outlier,
influencer_4390,2022835,27746,1095,3.96,1.37,2065,5.9,19.36,0.0,APPROVE - Not a statistical outlier,
influencer_4391,800687,19573,1368,0.06,2.44,1003,7.9,32.82,0.0,APPROVE - Not a statistical outlier,
influencer_4392,3850091,159285,8880,1.24,4.14,669,7.1,27.279999999999998,0.4,APPROVE - Not a statistical outlier,
influencer_4393,3532674,135334,12564,0.88,3.83,1484,7.7,31.240000000000002,0.9,APPROVE - Not a statistical outlier,
influencer_4394,2421872,98346,5834,0.16,4.06,354,12.5,58.040000000000006,0.2,APPROVE - Not a statistical outlier,
influencer_4395,2928503,562669,34291,49.01,19.21,471,43.5,98.05,40.6,MANUAL REVIEW - Top 5% anomaly,
