name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,fraud_risk_score,vetting_action,predicted_fraud,novel_pattern_flag
influencer_3784,2140470,61206,2842,-1.3,2.86,198,0.2,APPROVE - Low fraud risk,0,
influencer_3785,2081365,84711,1827,-1.31,4.07,1628,0.0,APPROVE - Low fraud risk,0,
influencer_3786,442545,12136,665,4.87,2.74,1223,0.0,APPROVE - Low fraud risk,0,
influencer_3787,816950,14547,783,11.98,1.78,1899,7.4,APPROVE - Low fraud risk,0,
influencer_3788,401487,6564,377,8.49,1.63,1176,0.2,APPROVE - Low fraud risk,0,
influencer_3789,111117,5138,102,8.33,4.62,438,0.1,APPROVE - Low fraud risk,0,
influencer_3790,1143342,35206,109,0.99,3.08,1149,0.0,APPROVE - Low fraud risk,0,
influencer_3791,221219,3812,222,9.35,1.72,167,6.8,APPROVE - Low fraud risk,0,
influencer_3792,1143268,23530,1811,4.84,2.06,1649,0.0,APPROVE - Low fraud risk,0,
influencer_3793,306063,12302,7206,28.15,4.02,444,99.6,REJECT - High fraud risk,1,
influencer_3794,448021,10210,564,8.28,2.28,1784,0.0,APPROVE - Low fraud risk,0,
influencer_3795,330349,13100,668,-1.02,3.97,356,0.0,APPROVE - Low fraud risk,0,
influencer_3796,1679778,37316,1210,0.65,2.22,665,0.0,APPROVE - Low fraud risk,0,
influencer_3797,109275,3371,190,3.37,3.09,165,0.1,APPROVE - Low fraud risk,0,
influencer_3798,211970,14178,154,4.94,6.69,866,0.3,APPROVE - Low fraud risk,0,
influencer_3799,692347,16655,807,6.68,2.41,1318,0.0,APPROVE - Low fraud risk,0,
influencer_3800,330241,2902,118,-0.1,0.88,227,0.0,APPROVE - Low fraud risk,0,
influencer_3801,1133161,46536,2077,-6.65,4.11,1229,0.0,APPROVE - Low fraud risk,0,
influencer_3802,962400,30172,498,0.23,3.14,549,0.0,APPROVE - Low fraud risk,0,
influencer_3803,946162,20736,963,5.38,2.19,206,0.0,APPROVE - Low fraud risk,0,
influencer_3804,98270,4744,189,4.03,4.83,83,0.5,APPROVE - Low fraud risk,0,
influencer_3805,147713,3269,163,1.98,2.21,63,1.7,APPROVE - Low fraud risk,0,
influencer_3806,595469,16971,862,8.38,2.85,1449,0.0,APPROVE - Low fraud risk,0,
influencer_3807,119092,525,17,6.22,0.44,58,49.2,CAUTION - Monitor 2-4 weeks,0,
influencer_3808,392625,13027,382,5.54,3.32,178,0.1,APPROVE - Low fraud risk,0,
influencer_3809,179139,3525,172,3.88,1.97,1302,0.0,APPROVE - Low fraud risk,0,
influencer_3810,541207,11844,423,3.48,2.19,477,0.0,APPROVE - Low fraud risk,0,
influencer_3811,5000000,64039,3441,0.82,1.28,139,0.2,APPROVE - Low fraud risk,0,
influencer_3812,539076,9439,413,11.14,1.75,704,9.2,APPROVE - Low fraud risk,0,
influencer_3813,413399,13315,578,4.66,3.22,1604,0.0,APPROVE - Low fraud risk,0,
influencer_3814,227979,6917,302,-6.39,3.03,1684,0.3,APPROVE - Low fraud risk,0,
influencer_3815,1638767,33984,913,8.84,2.07,865,1.1,APPROVE - Low fraud risk,0,
influencer_3816,1429133,38142,1616,4.62,2.67,1677,0.1,APPROVE - Low fraud risk,0,
influencer_3817,696627,35345,1178,3.95,5.07,1257,0.3,APPROVE - Low fraud risk,0,
influencer_3818,376726,11234,437,8.4,2.98,754,0.4,APPROVE - Low fraud risk,0,
influencer_3819,1595850,24128,572,4.03,1.51,1202,0.0,APPROVE - Low fraud risk,0,
influencer_3820,159348,3972,221,-0.48,2.49,1472,0.0,APPROVE - Low fraud risk,0,
influencer_3821,1260803,19976,1382,7.72,1.58,127,3.7,APPROVE - Low fraud risk,0,
influencer_3822,775414,19425,1267,2.44,2.51,1161,0.0,APPROVE - Low fraud risk,0,
influencer_3823,163232,4364,168,2.55,2.67,1971,0.0,APPROVE - Low fraud risk,0,
influencer_3824,1747390,35171,1195,-0.25,2.01,580,0.0,APPROVE - Low fraud risk,0,
influencer_3825,47028,1379,56,5.94,2.93,1904,0.0,APPROVE - Low fraud risk,0,
influencer_3826,377977,5413,1809,1.86,1.43,878,77.2,REJECT - High fraud risk,1,
influencer_3827,159654,4521,122,11.02,2.83,1134,2.5,APPROVE - Low fraud risk,0,
influencer_3828,136714,5239,267,4.73,3.83,710,0.1,APPROVE - Low fraud risk,0,
influencer_3829,885476,19847,1141,-3.92,2.24,1008,0.0,APPROVE - Low fraud risk,0,
influencer_3830,65711,230,5,23.86,0.35,736,74.9,MANUAL REVIEW - Audit history,1,
influencer_3831,337876,7186,419,7.08,2.13,228,0.0,APPROVE - Low fraud risk,0,
influencer_3832,298557,4133,209,7.81,1.38,233,2.5,APPROVE - Low fraud risk,0,
influencer_3833,175423,3110,144,-0.28,1.77,1057,0.0,APPROVE - Low fraud risk,0,
influencer_3834,426889,16669,502,-1.21,3.9,1903,0.0,APPROVE - Low fraud risk,0,
influencer_3835,1119433,32704,1125,5.44,2.92,1016,0.0,APPROVE - Low fraud risk,0,
influencer_3836,1366023,36723,1654,15.04,2.69,1324,10.9,APPROVE - Low fraud risk,0,
influencer_3837,27786,573,23,4.18,2.06,1031,0.0,APPROVE - Low fraud risk,0,
influencer_3838,477500,11490,262,7.05,2.41,841,0.0,APPROVE - Low fraud risk,0,
influencer_3839,474990,8210,328,6.62,1.73,1293,0.0,APPROVE - Low fraud risk,0,
influencer_3840,1220662,13863,800,0.58,1.14,161,0.0,APPROVE - Low fraud risk,0,
influencer_3841,106417,3607,246,12.56,3.39,472,8.4,APPROVE - Low fraud risk,0,
influencer_3842,661964,18206,691,3.87,2.75,89,0.1,APPROVE - Low fraud risk,0,
influencer_3843,799577,20309,912,1.17,2.54,906,0.0,APPROVE - Low fraud risk,0,
influencer_3844,675661,30140,1781,2.75,4.46,1830,0.0,APPROVE - Low fraud risk,0,
influencer_3845,724035,17094,901,-0.16,2.36,1841,0.0,APPROVE - Low fraud risk,0,
influencer_3846,221892,5790,333,1.4,2.61,778,0.1,APPROVE - Low fraud risk,0,
influencer_3847,144128,5231,294,-0.1,3.63,1257,0.0,APPROVE - Low fraud risk,0,
influencer_3848,470780,24456,1035,-2.11,5.19,1347,0.0,APPROVE - Low fraud risk,0,
influencer_3849,365441,8442,633,-4.07,2.31,485,0.0,APPROVE - Low fraud risk,0,
influencer_3850,418519,11020,855,4.34,2.63,1576,0.0,APPROVE - Low fraud risk,0,
influencer_3851,1022785,31268,1696,5.41,3.06,320,0.7,APPROVE - Low fraud risk,0,
influencer_3852,176097,5095,40,-5.93,2.89,989,1.0,APPROVE - Low fraud risk,0,
influencer_3853,309780,9775,603,1.75,3.16,390,0.1,APPROVE - Low fraud risk,0,
influencer_3854,293354,6381,192,3.03,2.18,354,0.0,APPROVE - Low fraud risk,0,
influencer_3855,585716,22023,1439,-0.33,3.76,976,0.0,APPROVE - Low fraud risk,0,
influencer_3856,127932,2787,199,-0.23,2.18,1571,0.0,APPROVE - Low fraud risk,0,
influencer_3857,524126,16734,447,-1.34,3.19,675,0.0,APPROVE - Low fraud risk,0,
influencer_3858,540704,20345,849,3.78,3.76,1169,0.0,APPROVE - Low fraud risk,0,
influencer_3859,2421155,86400,3143,-1.4,3.57,1169,0.6,APPROVE - Low fraud risk,0,
influencer_3860,1002071,40348,1579,6.34,4.03,856,0.7,APPROVE - Low fraud risk,0,
influencer_3861,2237730,52452,1039,-0.95,2.34,1369,0.0,APPROVE - Low fraud risk,0,
influencer_3862,740145,22018,1186,3.66,2.97,1361,0.0,APPROVE - Low fraud risk,0,
influencer_3863,468302,12244,766,2.56,2.61,1594,0.0,APPROVE - Low fraud risk,0,
influencer_3864,1671261,40871,1709,7.64,2.45,566,2.0,APPROVE - Low fraud risk,0,
influencer_3865,617734,20254,914,2.26,3.28,170,0.1,APPROVE - Low fraud risk,0,
influencer_3866,517450,2223,106,-1.09,0.43,423,10.0,APPROVE - Low fraud risk,0,
influencer_3867,85278,3229,168,4.1,3.79,1050,0.0,APPROVE - Low fraud risk,0,
influencer_3868,437639,6298,2983,7.84,1.44,71,92.8,REJECT - High fraud risk,1,
influencer_3869,155501,5948,326,5.41,3.83,705,0.1,APPROVE - Low fraud risk,0,
influencer_3870,149379,1571,45,-3.26,1.05,401,0.3,APPROVE - Low fraud risk,0,
influencer_3871,425950,8143,193,-3.16,1.91,88,0.3,APPROVE - Low fraud risk,0,
influencer_3872,635094,24466,1037,8.48,3.85,196,0.4,APPROVE - Low fraud risk,0,
influencer_3873,396673,9493,668,3.98,2.39,222,0.3,APPROVE - Low fraud risk,0,
influencer_3874,115016,2629,20,2.63,2.29,1632,0.0,APPROVE - Low fraud risk,0,
influencer_3875,692803,14391,751,2.58,2.08,493,0.0,APPROVE - Low fraud risk,0,
influencer_3876,753970,8522,318,5.89,1.13,1052,1.5,APPROVE - Low fraud risk,0,
influencer_3877,44674,1962,68,-5.16,4.39,181,0.3,APPROVE - Low fraud risk,0,
influencer_3878,491385,2703,91,9.65,0.55,901,38.5,CAUTION - Monitor 2-4 weeks,0,
influencer_3879,3000000,39722,9636,18.94,1.32,213,72.8,MANUAL REVIEW - Audit history,1,
influencer_3880,75693,2542,110,1.35,3.36,1107,0.0,APPROVE - Low fraud risk,0,
influencer_3881,335638,8887,372,3.66,2.65,874,0.3,APPROVE - Low fraud risk,0,
influencer_3882,41689,1328,76,-2.51,3.19,1521,0.0,APPROVE - Low fraud risk,0,
influencer_3883,1386258,42263,1410,-3.07,3.05,1154,0.0,APPROVE - Low fraud risk,0,
influencer_3884,152182,7688,423,2.27,5.05,373,0.1,APPROVE - Low fraud risk,0,
influencer_3885,541017,16535,1177,0.8,3.06,1650,0.3,APPROVE - Low fraud risk,0,
influencer_3886,3011606,96211,6241,6.48,3.19,575,2.1,APPROVE - Low fraud risk,0,
influencer_3887,150360,1367,49,1.19,0.91,166,1.0,APPROVE - Low fraud risk,0,
influencer_3888,1097214,22554,1005,7.23,2.06,1498,0.0,APPROVE - Low fraud risk,0,
influencer_3889,526460,20898,1299,9.1,3.97,534,0.8,APPROVE - Low fraud risk,0,
influencer_3890,305979,7883,2431,5.11,2.58,378,97.5,REJECT - High fraud risk,1,
influencer_3891,310943,9281,4625,27.64,2.98,125,99.6,REJECT - High fraud risk,1,
influencer_3892,2065680,40757,1859,-0.93,1.97,1146,0.0,APPROVE - Low fraud risk,0,
influencer_3893,728975,40181,1040,-2.71,5.51,1160,0.0,APPROVE - Low fraud risk,0,
influencer_3894,89498,1461,64,8.75,1.63,1734,0.5,APPROVE - Low fraud risk,0,
influencer_3895,74708,2999,170,2.43,4.01,1015,0.0,APPROVE - Low fraud risk,0,
influencer_3896,3280245,62093,2398,0.75,1.89,1159,0.2,APPROVE - Low fraud risk,0,
influencer_3897,1013825,28679,1061,4.6,2.83,67,0.2,APPROVE - Low fraud risk,0,
influencer_3898,133890,1835,72,3.56,1.37,728,0.0,APPROVE - Low fraud risk,0,
influencer_3899,1001107,1175,19,27.45,0.12,281,100.0,REJECT - High fraud risk,1,
influencer_3900,377713,1046,19,20.45,0.28,877,96.5,REJECT - High fraud risk,1,
influencer_3901,50665,1247,56,1.61,2.46,881,0.0,APPROVE - Low fraud risk,0,
influencer_3902,1365408,28379,1358,3.15,2.08,1347,0.1,APPROVE - Low fraud risk,0,
influencer_3903,2532213,104460,1730,6.93,4.13,1642,0.1,APPROVE - Low fraud risk,0,
influencer_3904,496956,13135,3253,2.04,2.64,853,96.5,REJECT - High fraud risk,1,
influencer_3905,413737,10447,346,-0.6,2.52,755,0.0,APPROVE - Low fraud risk,0,
influencer_3906,223144,4691,226,6.82,2.1,898,0.0,APPROVE - Low fraud risk,0,
influencer_3907,2700769,178,3,18.14,0.01,696,100.0,REJECT - High fraud risk,1,
influencer_3908,348073,1169,50,2.42,0.34,1863,19.9,APPROVE - Low fraud risk,0,
influencer_3909,2709117,91532,3506,-0.65,3.38,1275,0.2,APPROVE - Low fraud risk,0,
influencer_3910,449551,18597,7513,16.47,4.14,351,98.9,REJECT - High fraud risk,1,
influencer_3911,1830559,68412,3021,9.86,3.74,368,2.1,APPROVE - Low fraud risk,0,
influencer_3912,221636,13864,503,2.22,6.26,647,0.1,APPROVE - Low fraud risk,0,
influencer_3913,2248550,2093,33,7.44,0.09,150,95.5,REJECT - High fraud risk,1,
influencer_3914,92572,2334,130,6.88,2.52,801,0.3,APPROVE - Low fraud risk,0,
influencer_3915,2038630,450,12,33.29,0.02,763,100.0,REJECT - High fraud risk,1,
influencer_3916,162489,4782,169,2.11,2.94,1393,0.0,APPROVE - Low fraud risk,0,
influencer_3917,358963,211,6,33.51,0.06,394,99.7,REJECT - High fraud risk,1,
influencer_3918,1138191,40185,2703,8.44,3.53,1657,0.0,APPROVE - Low fraud risk,0,
influencer_3919,1231720,29289,1938,-4.22,2.38,490,0.4,APPROVE - Low fraud risk,0,
influencer_3920,292361,11383,344,1.7,3.89,1876,0.0,APPROVE - Low fraud risk,0,
influencer_3921,183179,2015,67,3.02,1.1,462,0.7,APPROVE - Low fraud risk,0,
influencer_3922,2235768,99,3,25.44,0.0,760,100.0,REJECT - High fraud risk,1,
influencer_3923,186887,6021,198,6.21,3.22,502,0.1,APPROVE - Low fraud risk,0,
influencer_3924,1346241,53154,2210,4.48,3.95,573,0.7,APPROVE - Low fraud risk,0,
influencer_3925,402435,14272,783,1.1,3.55,1033,0.0,APPROVE - Low fraud risk,0,
influencer_3926,213605,6007,174,-7.24,2.81,749,0.0,APPROVE - Low fraud risk,0,
influencer_3927,142943,4145,1261,5.12,2.9,795,92.7,REJECT - High fraud risk,1,
influencer_3928,20831,805,44,2.96,3.86,658,1.5,APPROVE - Low fraud risk,0,
influencer_3929,250158,163,6,7.45,0.07,634,97.0,REJECT - High fraud risk,1,
influencer_3930,1310797,8599,680,-4.16,0.66,1420,3.3,APPROVE - Low fraud risk,0,
influencer_3931,3741337,102482,5156,3.84,2.74,954,0.0,APPROVE - Low fraud risk,0,
influencer_3932,185585,5979,346,-0.29,3.22,1843,0.0,APPROVE - Low fraud risk,0,
influencer_3933,169847,7399,3343,4.83,4.36,308,97.7,REJECT - High fraud risk,1,
influencer_3934,5000000,156233,6704,1.77,3.12,286,0.6,APPROVE - Low fraud risk,0,
influencer_3935,349178,10753,712,4.12,3.08,936,0.0,APPROVE - Low fraud risk,0,
influencer_3936,153722,6118,330,5.05,3.98,1190,0.0,APPROVE - Low fraud risk,0,
influencer_3937,448318,9000,515,0.29,2.01,1983,0.0,APPROVE - Low fraud risk,0,
influencer_3938,250169,9545,542,11.13,3.82,1757,2.0,APPROVE - Low fraud risk,0,
influencer_3939,662050,14730,583,6.71,2.22,982,0.0,APPROVE - Low fraud risk,0,
influencer_3940,212678,11479,632,-3.12,5.4,1757,0.0,APPROVE - Low fraud risk,0,
influencer_3941,1656698,37649,1740,-2.46,2.27,859,0.4,APPROVE - Low fraud risk,0,
influencer_3942,123218,1904,123,8.75,1.55,185,5.0,APPROVE - Low fraud risk,0,
influencer_3943,684295,572,12,21.73,0.08,179,100.0,REJECT - High fraud risk,1,
influencer_3944,135419,5127,191,-5.35,3.79,760,0.0,APPROVE - Low fraud risk,0,
influencer_3945,447791,10247,457,4.05,2.29,727,0.0,APPROVE - Low fraud risk,0,
influencer_3946,563161,13825,447,6.39,2.45,469,0.0,APPROVE - Low fraud risk,0,
influencer_3947,1112742,26185,1593,-0.97,2.35,198,0.5,APPROVE - Low fraud risk,0,
influencer_3948,359611,13278,629,2.97,3.69,156,0.1,APPROVE - Low fraud risk,0,
influencer_3949,649302,20502,789,-1.93,3.16,855,0.0,APPROVE - Low fraud risk,0,
influencer_3950,869683,23646,922,1.56,2.72,1964,0.0,APPROVE - Low fraud risk,0,
influencer_3951,552287,20123,938,9.05,3.64,1311,0.0,APPROVE - Low fraud risk,0,
influencer_3952,212488,7414,3163,11.05,3.49,969,97.5,REJECT - High fraud risk,1,
influencer_3953,1071990,39459,2528,5.04,3.68,645,2.1,APPROVE - Low fraud risk,0,
influencer_3954,575540,6517,309,2.0,1.13,193,0.0,APPROVE - Low fraud risk,0,
influencer_3955,328128,15043,826,6.86,4.58,167,0.1,APPROVE - Low fraud risk,0,
influencer_3956,50522,527,17,4.5,1.04,473,1.7,APPROVE - Low fraud risk,0,
influencer_3957,432902,11752,593,-1.37,2.71,128,0.0,APPROVE - Low fraud risk,0,
influencer_3958,340787,5471,260,6.91,1.61,1255,0.0,APPROVE - Low fraud risk,0,
influencer_3959,431250,17464,920,6.28,4.05,997,0.0,APPROVE - Low fraud risk,0,
influencer_3960,640680,15758,801,5.42,2.46,903,0.0,APPROVE - Low fraud risk,0,
influencer_3961,334275,1263,44,16.69,0.38,483,73.2,MANUAL REVIEW - Audit history,1,
influencer_3962,220449,5067,118,7.75,2.3,859,0.0,APPROVE - Low fraud risk,0,
influencer_3963,768780,78,2,3.15,0.01,894,99.3,REJECT - High fraud risk,1,
influencer_3964,398900,14028,464,6.86,3.52,1709,0.0,APPROVE - Low fraud risk,0,
influencer_3965,810397,15513,830,-3.22,1.91,1696,0.0,APPROVE - Low fraud risk,0,
influencer_3966,253524,9059,232,-2.83,3.57,646,0.0,APPROVE - Low fraud risk,0,
influencer_3967,1205121,448,24,28.61,0.04,99,100.0,REJECT - High fraud risk,1,
influencer_3968,816089,24482,1256,4.45,3.0,1004,0.0,APPROVE - Low fraud risk,0,
influencer_3969,411001,14288,995,4.07,3.48,720,0.1,APPROVE - Low fraud risk,0,
influencer_3970,71384,2543,109,-3.64,3.56,246,0.0,APPROVE - Low fraud risk,0,
influencer_3971,1084737,33986,1381,-5.43,3.13,155,0.3,APPROVE - Low fraud risk,0,
influencer_3972,398868,10350,372,-2.43,2.59,984,0.0,APPROVE - Low fraud risk,0,
influencer_3973,130350,4930,277,2.51,3.78,836,0.3,APPROVE - Low fraud risk,0,
influencer_3974,681952,24229,1275,-1.18,3.55,674,0.0,APPROVE - Low fraud risk,0,
influencer_3975,1382410,182,4,1.09,0.01,873,100.0,REJECT - High fraud risk,1,
influencer_3976,3012642,10578,438,7.05,0.35,620,35.3,CAUTION - Monitor 2-4 weeks,0,
influencer_3977,127956,4870,188,-3.67,3.81,1980,0.0,APPROVE - Low fraud risk,0,
influencer_3978,1401190,75503,1594,4.85,5.39,1993,0.0,APPROVE - Low fraud risk,0,
influencer_3979,1093031,28416,7538,5.19,2.6,917,95.3,REJECT - High fraud risk,1,
influencer_3980,104138,3653,191,-5.51,3.51,247,0.0,APPROVE - Low fraud risk,0,
influencer_3981,259156,6973,215,2.06,2.69,1661,0.0,APPROVE - Low fraud risk,0,
influencer_3982,1810364,50519,2936,2.06,2.79,1139,0.2,APPROVE - Low fraud risk,0,
influencer_3983,1402614,35764,2020,3.43,2.55,1333,0.1,APPROVE - Low fraud risk,0,
influencer_3984,95281,4457,1521,16.25,4.68,751,97.5,REJECT - High fraud risk,1,
influencer_3985,183747,6290,122,7.26,3.42,1637,0.0,APPROVE - Low fraud risk,0,
influencer_3986,959924,26313,1582,4.09,2.74,901,0.5,APPROVE - Low fraud risk,0,
influencer_3987,274410,2453,111,3.59,0.89,892,0.3,APPROVE - Low fraud risk,0,
influencer_3988,1437527,25102,920,2.9,1.75,1867,0.0,APPROVE - Low fraud risk,0,
influencer_3989,822122,39792,2374,10.09,4.84,953,5.5,APPROVE - Low fraud risk,0,
influencer_3990,684669,20991,1185,3.41,3.07,917,0.3,APPROVE - Low fraud risk,0,
influencer_3991,461762,26608,942,-0.7,5.76,1764,0.0,APPROVE - Low fraud risk,0,
influencer_3992,187218,4432,225,-1.43,2.37,324,0.0,APPROVE - Low fraud risk,0,
influencer_3993,176027,4658,357,4.77,2.65,74,0.5,APPROVE - Low fraud risk,0,
influencer_3994,263706,9520,572,-0.98,3.61,1300,0.0,APPROVE - Low fraud risk,0,
influencer_3995,427702,15684,581,-2.24,3.67,1313,0.0,APPROVE - Low fraud risk,0,
influencer_3996,324647,9741,408,5.47,3.0,884,0.3,APPROVE - Low fraud risk,0,
influencer_3997,132838,5444,239,-1.54,4.1,631,0.0,APPROVE - Low fraud risk,0,
influencer_3998,171656,3875,149,-3.81,2.26,1300,0.0,APPROVE - Low fraud risk,0,
influencer_3999,1224504,145,2,50.84,0.01,348,100.0,REJECT - High fraud risk,1,
influencer_4000,640129,22366,890,0.71,3.49,1054,0.0,APPROVE - Low fraud risk,0,
influencer_4001,257110,7810,199,5.14,3.04,1814,0.0,APPROVE - Low fraud risk,0,
influencer_4002,813701,18788,1102,2.83,2.31,1621,0.0,APPROVE - Low fraud risk,0,
influencer_4003,156631,3376,149,2.54,2.16,1450,0.0,APPROVE - Low fraud risk,0,
influencer_4004,473485,16873,698,3.21,3.56,503,0.1,APPROVE - Low fraud risk,0,
influencer_4005,636757,22046,1091,7.67,3.46,974,0.0,APPROVE - Low fraud risk,0,
influencer_4006,766636,27933,1234,1.85,3.64,1464,0.0,APPROVE - Low fraud risk,0,
influencer_4007,2207980,22240,940,6.05,1.01,1268,0.3,APPROVE - Low fraud risk,0,
influencer_4008,262508,6416,242,-0.02,2.44,301,0.0,APPROVE - Low fraud risk,0,
influencer_4009,174872,5833,225,2.68,3.34,1941,0.0,APPROVE - Low fraud risk,0,
influencer_4010,56481,1520,91,9.02,2.69,1405,0.3,APPROVE - Low fraud risk,0,
influencer_4011,349637,6558,315,4.04,1.88,1458,0.0,APPROVE - Low fraud risk,0,
influencer_4012,108247,3398,156,6.91,3.14,1695,0.0,APPROVE - Low fraud risk,0,
influencer_4013,241786,9606,2831,-7.86,3.97,913,96.7,REJECT - High fraud risk,1,
influencer_4014,1727138,8327,278,4.06,0.48,903,14.1,APPROVE - Low fraud risk,0,
influencer_4015,422533,14418,681,4.26,3.41,457,0.1,APPROVE - Low fraud risk,0,
influencer_4016,738932,16583,875,3.32,2.24,802,0.0,APPROVE - Low fraud risk,0,
influencer_4017,263372,5935,150,3.57,2.25,1841,0.3,APPROVE - Low fraud risk,0,
influencer_4018,369949,14282,6312,9.13,3.86,1137,94.0,REJECT - High fraud risk,1,
influencer_4019,96722,3348,105,6.96,3.46,172,0.1,APPROVE - Low fraud risk,0,
influencer_4020,276440,706,24,30.22,0.26,551,96.2,REJECT - High fraud risk,1,
influencer_4021,589382,14470,484,4.21,2.46,1940,0.0,APPROVE - Low fraud risk,0,
influencer_4022,528666,21299,902,-0.27,4.03,1313,0.0,APPROVE - Low fraud risk,0,
influencer_4023,161678,3939,259,-0.91,2.44,1223,0.0,APPROVE - Low fraud risk,0,
influencer_4024,252226,10468,568,3.11,4.15,952,0.0,APPROVE - Low fraud risk,0,
influencer_4025,35997,1647,65,2.72,4.57,1826,0.0,APPROVE - Low fraud risk,0,
influencer_4026,727192,24149,1171,8.24,3.32,1833,0.0,APPROVE - Low fraud risk,0,
influencer_4027,206650,5448,212,3.78,2.64,602,0.1,APPROVE - Low fraud risk,0,
influencer_4028,724430,16074,883,1.89,2.22,1617,0.0,APPROVE - Low fraud risk,0,
influencer_4029,515053,18640,890,7.08,3.62,872,0.3,APPROVE - Low fraud risk,0,
influencer_4030,260128,15604,605,0.45,6.0,745,0.0,APPROVE - Low fraud risk,0,
influencer_4031,959879,15679,744,-3.06,1.63,1256,0.0,APPROVE - Low fraud risk,0,
influencer_4032,478045,9814,448,9.03,2.05,426,2.9,APPROVE - Low fraud risk,0,
influencer_4033,348530,1598,50,17.8,0.46,689,68.4,MANUAL REVIEW - Audit history,1,
influencer_4034,78492,3695,200,3.89,4.71,1880,0.0,APPROVE - Low fraud risk,0,
influencer_4035,1098977,44601,3119,-2.8,4.06,772,0.2,APPROVE - Low fraud risk,0,
influencer_4036,369123,22420,1253,-1.23,6.07,1949,0.3,APPROVE - Low fraud risk,0,
influencer_4037,1528948,24576,1325,2.08,1.61,520,0.0,APPROVE - Low fraud risk,0,
influencer_4038,95042,2951,145,5.86,3.11,1631,0.0,APPROVE - Low fraud risk,0,
influencer_4039,61052,1882,77,-0.58,3.08,861,0.0,APPROVE - Low fraud risk,0,
influencer_4040,618346,16510,970,1.03,2.67,1340,0.0,APPROVE - Low fraud risk,0,
influencer_4041,165929,7733,201,6.61,4.66,590,0.1,APPROVE - Low fraud risk,0,
influencer_4042,378939,7708,436,6.15,2.03,213,0.0,APPROVE - Low fraud risk,0,
influencer_4043,267073,6573,222,1.7,2.46,890,0.0,APPROVE - Low fraud risk,0,
influencer_4044,304070,7716,364,4.89,2.54,846,0.0,APPROVE - Low fraud risk,0,
influencer_4045,184599,4087,140,6.22,2.21,1126,0.0,APPROVE - Low fraud risk,0,
influencer_4046,203213,7601,324,2.45,3.74,682,0.1,APPROVE - Low fraud risk,0,
influencer_4047,333896,10560,236,0.71,3.16,1134,0.0,APPROVE - Low fraud risk,0,
influencer_4048,328537,7370,2227,-0.31,2.24,1185,95.6,REJECT - High fraud risk,1,
influencer_4049,223062,8245,76,1.2,3.7,239,0.1,APPROVE - Low fraud risk,0,
influencer_4050,282518,7443,494,10.0,2.63,1529,0.5,APPROVE - Low fraud risk,0,
influencer_4051,860502,31343,1298,2.68,3.64,1139,0.0,APPROVE - Low fraud risk,0,
influencer_4052,126219,8265,269,1.92,6.55,1227,0.0,APPROVE - Low fraud risk,0,
influencer_4053,433948,9468,527,2.97,2.18,704,0.0,APPROVE - Low fraud risk,0,
influencer_4054,280430,4634,119,4.52,1.65,1328,0.0,APPROVE - Low fraud risk,0,
influencer_4055,529151,9587,378,1.07,1.81,281,0.0,APPROVE - Low fraud risk,0,
influencer_4056,130421,3494,211,7.69,2.68,1401,0.3,APPROVE - Low fraud risk,0,
influencer_4057,131976,5171,246,2.84,3.92,351,0.1,APPROVE - Low fraud risk,0,
influencer_4058,315107,9550,2898,9.66,3.03,346,98.3,REJECT - High fraud risk,1,
influencer_4059,73962,2087,71,8.39,2.82,1493,0.0,APPROVE - Low fraud risk,0,
influencer_4060,659732,16450,564,-0.98,2.49,1030,0.0,APPROVE - Low fraud risk,0,
influencer_4061,498640,17693,5319,31.03,3.55,716,99.4,REJECT - High fraud risk,1,
influencer_4062,395286,9519,219,2.79,2.41,934,0.0,APPROVE - Low fraud risk,0,
influencer_4063,679966,12414,647,3.34,1.83,1132,0.0,APPROVE - Low fraud risk,0,
influencer_4064,276189,4849,286,2.74,1.76,1313,0.0,APPROVE - Low fraud risk,0,
influencer_4065,172188,5992,2603,1.22,3.48,685,98.7,REJECT - High fraud risk,1,
influencer_4066,187975,8655,619,-3.9,4.6,329,0.0,APPROVE - Low fraud risk,0,
influencer_4067,143388,7012,413,5.15,4.89,1935,0.0,APPROVE - Low fraud risk,0,
influencer_4068,998506,29789,1150,2.83,2.98,307,0.1,APPROVE - Low fraud risk,0,
influencer_4069,51305,994,23,2.16,1.94,163,1.3,APPROVE - Low fraud risk,0,
influencer_4070,524016,9664,4081,11.69,1.84,298,96.4,REJECT - High fraud risk,1,
influencer_4071,1244592,56579,3413,2.78,4.55,1394,0.2,APPROVE - Low fraud risk,0,
influencer_4072,339847,7641,426,5.04,2.25,485,0.0,APPROVE - Low fraud risk,0,
influencer_4073,1283460,26757,1584,2.65,2.08,717,0.2,APPROVE - Low fraud risk,0,
influencer_4074,166673,6453,128,-1.32,3.87,145,0.0,APPROVE - Low fraud risk,0,
influencer_4075,344881,2397,59,11.65,0.7,262,67.3,MANUAL REVIEW - Audit history,1,
influencer_4076,578080,20834,6565,27.95,3.6,222,99.1,REJECT - High fraud risk,1,
influencer_4077,1006039,26701,818,2.18,2.65,1452,0.0,APPROVE - Low fraud risk,0,
influencer_4078,2659713,203,10,13.52,0.01,712,100.0,REJECT - High fraud risk,1,
influencer_4079,184693,2248,119,2.45,1.22,836,0.0,APPROVE - Low fraud risk,0,
